annotation_id,system_id,query_id,claim_text,annotator_1_judgment,annotator_2_judgment,annotator_3_judgment,majority_judgment,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,mean_confidence,evidence_snippet,fleiss_kappa_batch,annotation_date,adjudicated
FC4-0376,S4,S4-Q43078,Sample claim 376 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 376.,0.719,2024-11-25,0
FC4-0377,S1,S1-Q25483,Sample claim 377 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 377.,0.719,2024-10-01,0
FC4-0378,S2,S2-Q35186,Sample claim 378 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 378.,0.719,2024-10-24,0
FC4-0379,S3,S3-Q41885,Sample claim 379 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 379.,0.719,2024-11-10,0
FC4-0380,S4,S4-Q40460,Sample claim 380 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 380.,0.719,2024-10-23,0
FC4-0381,S1,S1-Q44048,Sample claim 381 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 381.,0.719,2024-10-18,0
FC4-0382,S2,S2-Q33478,Sample claim 382 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 382.,0.719,2024-11-19,0
FC4-0383,S3,S3-Q35218,Sample claim 383 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 383.,0.719,2024-12-28,0
FC4-0384,S4,S4-Q09195,Sample claim 384 from Medical Triage Assistant output.,INCORRECT,INCORRECT,CORRECT,INCORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 384.,0.719,2024-10-24,0
FC4-0385,S1,S1-Q08948,Sample claim 385 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 385.,0.719,2024-10-25,0
FC4-0386,S2,S2-Q32226,Sample claim 386 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 386.,0.719,2024-11-23,0
FC4-0387,S3,S3-Q19143,Sample claim 387 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 387.,0.719,2024-10-05,0
FC4-0388,S4,S4-Q32461,Sample claim 388 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 388.,0.719,2024-12-10,0
FC4-0389,S1,S1-Q49597,Sample claim 389 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 389.,0.719,2024-10-06,0
FC4-0390,S2,S2-Q42840,Sample claim 390 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 390.,0.719,2024-11-01,0
FC4-0391,S3,S3-Q07694,Sample claim 391 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 391.,0.719,2024-10-31,0
FC4-0392,S4,S4-Q28061,Sample claim 392 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 392.,0.719,2024-10-22,0
FC4-0393,S1,S1-Q34884,Sample claim 393 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,3,5,4,4.0,Evidence snippet supporting judgment for claim 393.,0.719,2024-11-05,0
FC4-0394,S2,S2-Q17521,Sample claim 394 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 394.,0.719,2024-12-05,0
FC4-0395,S3,S3-Q42985,Sample claim 395 from Document Summarization and QA output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 395.,0.719,2024-10-17,0
FC4-0396,S4,S4-Q25737,Sample claim 396 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 396.,0.719,2024-12-02,0
FC4-0397,S1,S1-Q41526,Sample claim 397 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 397.,0.719,2024-10-12,0
FC4-0398,S2,S2-Q21450,Sample claim 398 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 398.,0.719,2024-12-14,0
FC4-0399,S3,S3-Q43526,Sample claim 399 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 399.,0.719,2024-12-29,0
FC4-0400,S4,S4-Q32422,Sample claim 400 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 400.,0.719,2024-11-04,0
FC4-0401,S1,S1-Q22528,Sample claim 401 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 401.,0.721,2024-12-27,0
FC4-0402,S2,S2-Q10354,Sample claim 402 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 402.,0.721,2024-11-26,0
FC4-0403,S3,S3-Q19784,Sample claim 403 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 403.,0.721,2024-10-21,0
FC4-0404,S4,S4-Q24370,Sample claim 404 from Medical Triage Assistant output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,4,4,3,3.67,Evidence snippet supporting judgment for claim 404.,0.721,2024-12-25,0
FC4-0405,S1,S1-Q49495,Sample claim 405 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 405.,0.721,2024-10-30,0
FC4-0406,S2,S2-Q08697,Sample claim 406 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 406.,0.721,2024-12-15,0
FC4-0407,S3,S3-Q27677,Sample claim 407 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 407.,0.721,2024-12-28,0
FC4-0408,S4,S4-Q20536,Sample claim 408 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 408.,0.721,2024-11-17,0
FC4-0409,S1,S1-Q09363,Sample claim 409 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 409.,0.721,2024-10-09,0
FC4-0410,S2,S2-Q13963,Sample claim 410 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 410.,0.721,2024-12-20,0
FC4-0411,S3,S3-Q06585,Sample claim 411 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 411.,0.721,2024-10-18,0
FC4-0412,S4,S4-Q16239,Sample claim 412 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 412.,0.721,2024-11-05,0
FC4-0413,S1,S1-Q45252,Sample claim 413 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 413.,0.721,2024-10-04,0
FC4-0414,S2,S2-Q12364,Sample claim 414 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 414.,0.721,2024-11-20,0
FC4-0415,S3,S3-Q07389,Sample claim 415 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 415.,0.721,2024-10-31,0
FC4-0416,S4,S4-Q08650,Sample claim 416 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 416.,0.721,2024-11-19,0
FC4-0417,S1,S1-Q04784,Sample claim 417 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 417.,0.721,2024-10-03,0
FC4-0418,S2,S2-Q18776,Sample claim 418 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 418.,0.721,2024-12-20,0
FC4-0419,S3,S3-Q35165,Sample claim 419 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 419.,0.721,2024-12-08,0
FC4-0420,S4,S4-Q35153,Sample claim 420 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 420.,0.721,2024-11-11,0
FC4-0421,S1,S1-Q20328,Sample claim 421 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 421.,0.721,2024-12-29,0
FC4-0422,S2,S2-Q07602,Sample claim 422 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 422.,0.721,2024-11-28,0
FC4-0423,S3,S3-Q07828,Sample claim 423 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 423.,0.721,2024-10-02,0
FC4-0424,S4,S4-Q47237,Sample claim 424 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 424.,0.721,2024-11-03,0
FC4-0425,S1,S1-Q01924,Sample claim 425 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 425.,0.721,2024-11-12,0
FC4-0426,S2,S2-Q05051,Sample claim 426 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 426.,0.721,2024-12-03,0
FC4-0427,S3,S3-Q10310,Sample claim 427 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 427.,0.721,2024-11-02,0
FC4-0428,S4,S4-Q33347,Sample claim 428 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 428.,0.721,2024-10-01,0
FC4-0429,S1,S1-Q09836,Sample claim 429 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 429.,0.721,2024-10-23,0
FC4-0430,S2,S2-Q27484,Sample claim 430 from AI Code Assistant IDE Plugin output.,INCORRECT,UNVERIFIABLE,CORRECT,INCORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 430.,0.721,2024-10-29,1
FC4-0431,S3,S3-Q24433,Sample claim 431 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 431.,0.721,2024-10-16,0
FC4-0432,S4,S4-Q04518,Sample claim 432 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 432.,0.721,2024-11-29,0
FC4-0433,S1,S1-Q00523,Sample claim 433 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 433.,0.721,2024-11-17,0
FC4-0434,S2,S2-Q24136,Sample claim 434 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 434.,0.721,2024-12-15,0
FC4-0435,S3,S3-Q09868,Sample claim 435 from Document Summarization and QA output.,INCORRECT,INCORRECT,CORRECT,INCORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 435.,0.721,2024-10-01,0
FC4-0436,S4,S4-Q21956,Sample claim 436 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 436.,0.721,2024-10-01,0
FC4-0437,S1,S1-Q34722,Sample claim 437 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 437.,0.721,2024-10-31,0
FC4-0438,S2,S2-Q06097,Sample claim 438 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,INCORRECT,INCORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 438.,0.721,2024-10-06,0
FC4-0439,S3,S3-Q49015,Sample claim 439 from Document Summarization and QA output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,5,4,4,4.33,Evidence snippet supporting judgment for claim 439.,0.721,2024-10-11,0
FC4-0440,S4,S4-Q37213,Sample claim 440 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 440.,0.721,2024-10-08,0
FC4-0441,S1,S1-Q45923,Sample claim 441 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 441.,0.721,2024-11-11,0
FC4-0442,S2,S2-Q07142,Sample claim 442 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 442.,0.721,2024-10-20,0
FC4-0443,S3,S3-Q13608,Sample claim 443 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 443.,0.721,2024-11-27,0
FC4-0444,S4,S4-Q46184,Sample claim 444 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 444.,0.721,2024-12-29,0
FC4-0445,S1,S1-Q16268,Sample claim 445 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 445.,0.721,2024-11-15,0
FC4-0446,S2,S2-Q29636,Sample claim 446 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 446.,0.721,2024-12-11,0
FC4-0447,S3,S3-Q04042,Sample claim 447 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 447.,0.721,2024-10-29,0
FC4-0448,S4,S4-Q38164,Sample claim 448 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 448.,0.721,2024-12-15,0
FC4-0449,S1,S1-Q29061,Sample claim 449 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 449.,0.721,2024-10-17,0
FC4-0450,S2,S2-Q03319,Sample claim 450 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 450.,0.721,2024-10-22,0
FC4-0451,S3,S3-Q44776,Sample claim 451 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 451.,0.735,2024-11-24,0
FC4-0452,S4,S4-Q02271,Sample claim 452 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 452.,0.735,2024-12-18,0
FC4-0453,S1,S1-Q03997,Sample claim 453 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 453.,0.735,2024-10-12,0
FC4-0454,S2,S2-Q35630,Sample claim 454 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 454.,0.735,2024-10-03,0
FC4-0455,S3,S3-Q37071,Sample claim 455 from Document Summarization and QA output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 455.,0.735,2024-12-04,0
FC4-0456,S4,S4-Q18412,Sample claim 456 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 456.,0.735,2024-10-08,0
FC4-0457,S1,S1-Q06563,Sample claim 457 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 457.,0.735,2024-11-01,0
FC4-0458,S2,S2-Q37729,Sample claim 458 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 458.,0.735,2024-11-19,0
FC4-0459,S3,S3-Q20841,Sample claim 459 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 459.,0.735,2024-12-29,0
FC4-0460,S4,S4-Q09313,Sample claim 460 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 460.,0.735,2024-12-12,0
FC4-0461,S1,S1-Q11506,Sample claim 461 from Customer Support Chatbot output.,INCORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,4,5,4,4.33,Evidence snippet supporting judgment for claim 461.,0.735,2024-12-02,0
FC4-0462,S2,S2-Q00045,Sample claim 462 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 462.,0.735,2024-11-12,0
FC4-0463,S3,S3-Q03904,Sample claim 463 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 463.,0.735,2024-10-03,0
FC4-0464,S4,S4-Q04754,Sample claim 464 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 464.,0.735,2024-11-17,0
FC4-0465,S1,S1-Q08943,Sample claim 465 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 465.,0.735,2024-10-21,0
FC4-0466,S2,S2-Q11417,Sample claim 466 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 466.,0.735,2024-12-30,0
FC4-0467,S3,S3-Q38598,Sample claim 467 from Document Summarization and QA output.,INCORRECT,CORRECT,UNVERIFIABLE,INCORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 467.,0.735,2024-10-23,1
FC4-0468,S4,S4-Q46007,Sample claim 468 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 468.,0.735,2024-12-13,0
FC4-0469,S1,S1-Q20855,Sample claim 469 from Customer Support Chatbot output.,CORRECT,INCORRECT,INCORRECT,INCORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 469.,0.735,2024-12-18,0
FC4-0470,S2,S2-Q05100,Sample claim 470 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,INCORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 470.,0.735,2024-10-31,0
FC4-0471,S3,S3-Q41885,Sample claim 471 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 471.,0.735,2024-11-12,0
FC4-0472,S4,S4-Q07081,Sample claim 472 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 472.,0.735,2024-10-01,0
FC4-0473,S1,S1-Q24820,Sample claim 473 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 473.,0.735,2024-11-14,0
FC4-0474,S2,S2-Q14784,Sample claim 474 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 474.,0.735,2024-10-21,0
FC4-0475,S3,S3-Q06864,Sample claim 475 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 475.,0.735,2024-10-10,0
FC4-0476,S4,S4-Q22148,Sample claim 476 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 476.,0.735,2024-12-16,0
FC4-0477,S1,S1-Q39802,Sample claim 477 from Customer Support Chatbot output.,INCORRECT,UNVERIFIABLE,CORRECT,INCORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 477.,0.735,2024-11-25,1
FC4-0478,S2,S2-Q36315,Sample claim 478 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 478.,0.735,2024-12-09,0
FC4-0479,S3,S3-Q36023,Sample claim 479 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 479.,0.735,2024-12-02,0
FC4-0480,S4,S4-Q39336,Sample claim 480 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 480.,0.735,2024-12-01,0
FC4-0481,S1,S1-Q07570,Sample claim 481 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 481.,0.735,2024-11-09,0
FC4-0482,S2,S2-Q35660,Sample claim 482 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 482.,0.735,2024-11-19,0
FC4-0483,S3,S3-Q28819,Sample claim 483 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 483.,0.735,2024-11-29,0
FC4-0484,S4,S4-Q06338,Sample claim 484 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 484.,0.735,2024-10-11,0
FC4-0485,S1,S1-Q03997,Sample claim 485 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 485.,0.735,2024-11-19,0
FC4-0486,S2,S2-Q31213,Sample claim 486 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 486.,0.735,2024-11-08,0
FC4-0487,S3,S3-Q37453,Sample claim 487 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 487.,0.735,2024-12-26,0
FC4-0488,S4,S4-Q13887,Sample claim 488 from Medical Triage Assistant output.,INCORRECT,CORRECT,INCORRECT,INCORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 488.,0.735,2024-10-25,0
FC4-0489,S1,S1-Q09692,Sample claim 489 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 489.,0.735,2024-12-16,0
FC4-0490,S2,S2-Q36462,Sample claim 490 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,3,3,4,3.33,Evidence snippet supporting judgment for claim 490.,0.735,2024-11-20,0
FC4-0491,S3,S3-Q38508,Sample claim 491 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 491.,0.735,2024-12-06,0
FC4-0492,S4,S4-Q49702,Sample claim 492 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 492.,0.735,2024-10-13,0
FC4-0493,S1,S1-Q26929,Sample claim 493 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 493.,0.735,2024-11-03,0
FC4-0494,S2,S2-Q26410,Sample claim 494 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 494.,0.735,2024-10-19,0
FC4-0495,S3,S3-Q15570,Sample claim 495 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 495.,0.735,2024-10-07,0
FC4-0496,S4,S4-Q20379,Sample claim 496 from Medical Triage Assistant output.,CORRECT,INCORRECT,UNVERIFIABLE,INCORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 496.,0.735,2024-11-05,1
FC4-0497,S1,S1-Q48741,Sample claim 497 from Customer Support Chatbot output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,3,3,4,3.33,Evidence snippet supporting judgment for claim 497.,0.735,2024-11-26,0
FC4-0498,S2,S2-Q12317,Sample claim 498 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 498.,0.735,2024-11-26,0
FC4-0499,S3,S3-Q33769,Sample claim 499 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 499.,0.735,2024-10-21,0
FC4-0500,S4,S4-Q11387,Sample claim 500 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 500.,0.735,2024-10-25,0
