annotation_id,system_id,query_id,explanation_text_excerpt,annotator_1,annotator_2,annotator_3,majority_label,dim_accuracy_mean,dim_completeness_mean,dim_no_post_hoc_mean,dim_source_mean,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,fleiss_kappa_batch,annotation_date,adjudicated
TI2-0349,S1,S1-Q47224,Explanation excerpt 349 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,UNFAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.784,0.621,0.716,0.812,4,5,5,0.64,2024-12-10,0
TI2-0350,S2,S2-Q09709,Explanation excerpt 350 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.93,0.611,0.69,0.873,4,3,5,0.64,2024-10-07,0
TI2-0351,S3,S3-Q42510,Explanation excerpt 351 from Document Summarization and QA.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.722,0.742,0.761,0.581,5,3,3,0.704,2024-12-30,0
TI2-0352,S4,S4-Q03753,Explanation excerpt 352 from Medical Triage Assistant.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.819,0.504,0.757,0.82,5,4,4,0.704,2024-11-05,0
TI2-0353,S1,S1-Q48875,Explanation excerpt 353 from Customer Support Chatbot.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.841,0.878,0.727,0.782,5,3,5,0.704,2024-12-17,0
TI2-0354,S2,S2-Q41275,Explanation excerpt 354 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.883,0.801,0.697,0.636,4,3,5,0.704,2024-11-25,0
TI2-0355,S3,S3-Q11542,Explanation excerpt 355 from Document Summarization and QA.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.666,0.696,0.869,0.79,3,4,3,0.704,2024-10-03,0
TI2-0356,S4,S4-Q04552,Explanation excerpt 356 from Medical Triage Assistant.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.65,0.671,0.787,0.789,5,5,3,0.704,2024-11-21,0
TI2-0357,S1,S1-Q24765,Explanation excerpt 357 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.734,0.544,0.654,0.857,3,5,3,0.704,2024-10-06,0
TI2-0358,S2,S2-Q00616,Explanation excerpt 358 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.935,0.543,0.871,0.675,5,5,3,0.704,2024-12-30,0
TI2-0359,S3,S3-Q21742,Explanation excerpt 359 from Document Summarization and QA.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.768,0.598,0.813,0.649,4,3,4,0.704,2024-12-09,0
TI2-0360,S4,S4-Q27217,Explanation excerpt 360 from Medical Triage Assistant.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.65,0.865,0.657,0.708,4,3,5,0.704,2024-10-19,0
TI2-0361,S1,S1-Q46849,Explanation excerpt 361 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.888,0.545,0.701,0.591,5,4,5,0.704,2024-10-14,0
TI2-0362,S2,S2-Q05558,Explanation excerpt 362 from AI Code Assistant IDE Plugin.,UNFAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.913,0.742,0.703,0.746,4,3,4,0.704,2024-12-16,0
TI2-0363,S3,S3-Q18810,Explanation excerpt 363 from Document Summarization and QA.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.722,0.542,0.925,0.795,5,4,5,0.704,2024-11-03,0
TI2-0364,S4,S4-Q09607,Explanation excerpt 364 from Medical Triage Assistant.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.712,0.656,0.866,0.841,3,3,5,0.704,2024-12-01,0
TI2-0365,S1,S1-Q05928,Explanation excerpt 365 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.713,0.551,0.88,0.68,5,4,3,0.704,2024-12-03,0
TI2-0366,S2,S2-Q42858,Explanation excerpt 366 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.923,0.653,0.815,0.749,5,4,3,0.704,2024-12-03,0
TI2-0367,S3,S3-Q34534,Explanation excerpt 367 from Document Summarization and QA.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.802,0.777,0.874,0.81,5,5,4,0.704,2024-10-31,0
TI2-0368,S4,S4-Q08756,Explanation excerpt 368 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.922,0.524,0.755,0.864,4,5,4,0.704,2024-10-18,0
TI2-0369,S1,S1-Q14719,Explanation excerpt 369 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.62,0.555,0.939,0.81,4,3,3,0.704,2024-11-18,0
TI2-0370,S2,S2-Q43434,Explanation excerpt 370 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,0.804,0.691,0.828,0.609,3,5,3,0.704,2024-10-19,0
TI2-0371,S3,S3-Q11956,Explanation excerpt 371 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.764,0.556,0.808,0.901,5,4,3,0.704,2024-11-30,0
TI2-0372,S4,S4-Q07292,Explanation excerpt 372 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.655,0.852,0.66,0.828,5,3,4,0.704,2024-12-04,0
TI2-0373,S1,S1-Q16912,Explanation excerpt 373 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.922,0.701,0.863,0.707,4,5,5,0.704,2024-10-21,0
TI2-0374,S2,S2-Q26241,Explanation excerpt 374 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.817,0.588,0.705,0.826,3,5,3,0.704,2024-12-11,0
TI2-0375,S3,S3-Q42067,Explanation excerpt 375 from Document Summarization and QA.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.742,0.652,0.666,0.687,4,4,5,0.704,2024-11-24,0
TI2-0376,S4,S4-Q15698,Explanation excerpt 376 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.699,0.717,0.67,0.771,5,4,3,0.704,2024-11-09,0
TI2-0377,S1,S1-Q37364,Explanation excerpt 377 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.798,0.725,0.887,0.567,3,4,3,0.704,2024-11-10,0
TI2-0378,S2,S2-Q12772,Explanation excerpt 378 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.71,0.656,0.757,0.598,4,4,5,0.704,2024-12-26,0
TI2-0379,S3,S3-Q01553,Explanation excerpt 379 from Document Summarization and QA.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.806,0.653,0.826,0.865,3,5,3,0.704,2024-11-07,0
TI2-0380,S4,S4-Q15177,Explanation excerpt 380 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.91,0.823,0.846,0.834,5,3,5,0.704,2024-10-21,0
TI2-0381,S1,S1-Q22375,Explanation excerpt 381 from Customer Support Chatbot.,UNFAITHFUL,FAITHFUL,UNFAITHFUL,UNFAITHFUL,0.757,0.552,0.737,0.781,5,5,5,0.704,2024-11-25,0
TI2-0382,S2,S2-Q39773,Explanation excerpt 382 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.626,0.561,0.838,0.734,3,3,5,0.704,2024-10-02,0
TI2-0383,S3,S3-Q29807,Explanation excerpt 383 from Document Summarization and QA.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.71,0.874,0.698,0.654,3,4,3,0.704,2024-11-16,0
TI2-0384,S4,S4-Q16779,Explanation excerpt 384 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.867,0.677,0.927,0.898,4,4,4,0.704,2024-12-12,0
TI2-0385,S1,S1-Q08454,Explanation excerpt 385 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.754,0.705,0.837,0.666,4,5,5,0.704,2024-10-11,0
TI2-0386,S2,S2-Q42197,Explanation excerpt 386 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.62,0.816,0.86,0.757,5,3,5,0.704,2024-10-20,0
TI2-0387,S3,S3-Q25443,Explanation excerpt 387 from Document Summarization and QA.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.906,0.768,0.755,0.723,4,3,3,0.704,2024-12-08,0
TI2-0388,S4,S4-Q28385,Explanation excerpt 388 from Medical Triage Assistant.,UNFAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.67,0.631,0.745,0.919,5,3,4,0.704,2024-12-02,0
TI2-0389,S1,S1-Q10207,Explanation excerpt 389 from Customer Support Chatbot.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.932,0.558,0.714,0.76,4,3,5,0.704,2024-12-16,0
TI2-0390,S2,S2-Q03545,Explanation excerpt 390 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.674,0.509,0.878,0.706,4,4,3,0.704,2024-11-02,0
TI2-0391,S3,S3-Q46676,Explanation excerpt 391 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.758,0.668,0.714,0.88,4,3,4,0.704,2024-10-24,0
TI2-0392,S4,S4-Q13016,Explanation excerpt 392 from Medical Triage Assistant.,PARTIALLY_FAITHFUL,FAITHFUL,UNFAITHFUL,UNFAITHFUL,0.722,0.668,0.793,0.805,4,4,3,0.704,2024-10-21,1
TI2-0393,S1,S1-Q36760,Explanation excerpt 393 from Customer Support Chatbot.,UNFAITHFUL,FAITHFUL,UNFAITHFUL,UNFAITHFUL,0.874,0.739,0.673,0.797,5,4,3,0.704,2024-12-18,0
TI2-0394,S2,S2-Q48047,Explanation excerpt 394 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.711,0.56,0.788,0.605,5,5,5,0.704,2024-11-10,0
TI2-0395,S3,S3-Q29528,Explanation excerpt 395 from Document Summarization and QA.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.93,0.843,0.84,0.786,5,5,3,0.704,2024-12-14,0
TI2-0396,S4,S4-Q10886,Explanation excerpt 396 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.81,0.586,0.713,0.621,4,5,5,0.704,2024-12-26,0
TI2-0397,S1,S1-Q32905,Explanation excerpt 397 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.887,0.55,0.8,0.92,3,4,4,0.704,2024-11-22,0
TI2-0398,S2,S2-Q11523,Explanation excerpt 398 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.761,0.649,0.816,0.61,5,4,3,0.704,2024-11-25,0
TI2-0399,S3,S3-Q46013,Explanation excerpt 399 from Document Summarization and QA.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.817,0.87,0.907,0.918,4,5,4,0.704,2024-10-14,0
TI2-0400,S4,S4-Q49266,Explanation excerpt 400 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.818,0.718,0.84,0.736,3,4,5,0.704,2024-10-05,0
TI2-0401,S1,S1-Q07504,Explanation excerpt 401 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,UNFAITHFUL,FAITHFUL,UNFAITHFUL,0.668,0.688,0.687,0.908,4,5,4,0.683,2024-11-29,1
TI2-0402,S2,S2-Q24553,Explanation excerpt 402 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.874,0.703,0.73,0.794,5,4,3,0.683,2024-11-09,0
TI2-0403,S3,S3-Q02142,Explanation excerpt 403 from Document Summarization and QA.,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,0.605,0.561,0.762,0.852,3,3,4,0.683,2024-12-16,0
TI2-0404,S4,S4-Q25649,Explanation excerpt 404 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.667,0.758,0.899,0.846,4,3,5,0.683,2024-12-13,0
TI2-0405,S1,S1-Q20849,Explanation excerpt 405 from Customer Support Chatbot.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.781,0.675,0.68,0.846,5,3,4,0.683,2024-12-04,0
TI2-0406,S2,S2-Q10424,Explanation excerpt 406 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.932,0.582,0.678,0.712,5,4,5,0.683,2024-12-20,0
TI2-0407,S3,S3-Q25062,Explanation excerpt 407 from Document Summarization and QA.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.609,0.794,0.945,0.785,5,3,5,0.683,2024-11-15,0
TI2-0408,S4,S4-Q47600,Explanation excerpt 408 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.873,0.814,0.881,0.794,3,5,3,0.683,2024-11-05,0
TI2-0409,S1,S1-Q30090,Explanation excerpt 409 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.925,0.549,0.693,0.647,5,3,3,0.683,2024-10-24,0
TI2-0410,S2,S2-Q32181,Explanation excerpt 410 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.878,0.665,0.796,0.782,3,4,3,0.683,2024-10-27,0
TI2-0411,S3,S3-Q19580,Explanation excerpt 411 from Document Summarization and QA.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.604,0.571,0.82,0.774,4,3,3,0.683,2024-10-05,0
TI2-0412,S4,S4-Q00329,Explanation excerpt 412 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.655,0.797,0.928,0.621,5,5,5,0.683,2024-10-04,0
TI2-0413,S1,S1-Q14219,Explanation excerpt 413 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.61,0.555,0.675,0.806,3,4,3,0.683,2024-10-17,0
TI2-0414,S2,S2-Q42725,Explanation excerpt 414 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.703,0.798,0.799,0.74,4,5,5,0.683,2024-11-21,0
TI2-0415,S3,S3-Q06744,Explanation excerpt 415 from Document Summarization and QA.,UNFAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.804,0.807,0.743,0.844,5,4,4,0.683,2024-12-02,0
TI2-0416,S4,S4-Q07049,Explanation excerpt 416 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.813,0.672,0.82,0.688,4,4,5,0.683,2024-12-20,0
TI2-0417,S1,S1-Q26858,Explanation excerpt 417 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,FAITHFUL,UNFAITHFUL,UNFAITHFUL,0.703,0.831,0.844,0.907,5,4,5,0.683,2024-11-15,1
TI2-0418,S2,S2-Q16078,Explanation excerpt 418 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.625,0.763,0.762,0.838,4,3,4,0.683,2024-10-16,0
TI2-0419,S3,S3-Q21074,Explanation excerpt 419 from Document Summarization and QA.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.915,0.725,0.766,0.773,3,4,5,0.683,2024-12-07,0
TI2-0420,S4,S4-Q42354,Explanation excerpt 420 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.748,0.802,0.745,0.668,5,3,5,0.683,2024-10-26,0
TI2-0421,S1,S1-Q08133,Explanation excerpt 421 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.758,0.741,0.827,0.637,4,4,3,0.683,2024-10-03,0
TI2-0422,S2,S2-Q08590,Explanation excerpt 422 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.895,0.661,0.919,0.89,3,4,4,0.683,2024-10-06,0
TI2-0423,S3,S3-Q18002,Explanation excerpt 423 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.711,0.638,0.674,0.837,4,5,4,0.683,2024-12-03,0
TI2-0424,S4,S4-Q07957,Explanation excerpt 424 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.895,0.875,0.681,0.633,4,4,5,0.683,2024-10-02,0
TI2-0425,S1,S1-Q11154,Explanation excerpt 425 from Customer Support Chatbot.,FAITHFUL,UNFAITHFUL,UNFAITHFUL,UNFAITHFUL,0.631,0.79,0.894,0.852,5,4,3,0.683,2024-12-08,0
TI2-0426,S2,S2-Q03146,Explanation excerpt 426 from AI Code Assistant IDE Plugin.,UNFAITHFUL,UNFAITHFUL,PARTIALLY_FAITHFUL,UNFAITHFUL,0.932,0.53,0.749,0.777,4,3,3,0.683,2024-11-18,0
TI2-0427,S3,S3-Q20928,Explanation excerpt 427 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.902,0.801,0.916,0.907,4,3,3,0.683,2024-11-22,0
TI2-0428,S4,S4-Q43337,Explanation excerpt 428 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.772,0.612,0.882,0.729,3,5,4,0.683,2024-10-12,0
TI2-0429,S1,S1-Q42411,Explanation excerpt 429 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.857,0.582,0.673,0.91,5,3,5,0.683,2024-10-08,0
TI2-0430,S2,S2-Q06851,Explanation excerpt 430 from AI Code Assistant IDE Plugin.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.719,0.826,0.878,0.74,4,3,4,0.683,2024-11-10,0
TI2-0431,S3,S3-Q08524,Explanation excerpt 431 from Document Summarization and QA.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.677,0.645,0.943,0.871,3,5,3,0.683,2024-12-05,0
TI2-0432,S4,S4-Q20130,Explanation excerpt 432 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.933,0.731,0.681,0.721,4,3,5,0.683,2024-10-14,0
TI2-0433,S1,S1-Q31211,Explanation excerpt 433 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,FAITHFUL,UNFAITHFUL,UNFAITHFUL,0.832,0.681,0.73,0.893,3,4,3,0.683,2024-10-11,1
TI2-0434,S2,S2-Q03484,Explanation excerpt 434 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.754,0.648,0.665,0.692,4,5,4,0.683,2024-11-24,0
TI2-0435,S3,S3-Q32350,Explanation excerpt 435 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.782,0.544,0.665,0.642,4,5,5,0.683,2024-10-15,0
TI2-0436,S4,S4-Q34874,Explanation excerpt 436 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.635,0.591,0.836,0.815,4,3,3,0.683,2024-11-20,0
TI2-0437,S1,S1-Q13482,Explanation excerpt 437 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.66,0.581,0.841,0.811,5,4,4,0.683,2024-11-06,0
TI2-0438,S2,S2-Q48438,Explanation excerpt 438 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.707,0.863,0.722,0.667,5,5,4,0.683,2024-10-09,0
TI2-0439,S3,S3-Q28045,Explanation excerpt 439 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.717,0.571,0.729,0.578,3,5,4,0.683,2024-12-26,0
TI2-0440,S4,S4-Q32002,Explanation excerpt 440 from Medical Triage Assistant.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.906,0.689,0.664,0.556,4,5,3,0.683,2024-12-27,0
TI2-0441,S1,S1-Q06554,Explanation excerpt 441 from Customer Support Chatbot.,UNFAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,0.707,0.794,0.786,0.822,3,3,3,0.683,2024-12-09,1
TI2-0442,S2,S2-Q46541,Explanation excerpt 442 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.717,0.707,0.849,0.87,3,4,4,0.683,2024-12-16,0
TI2-0443,S3,S3-Q26891,Explanation excerpt 443 from Document Summarization and QA.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.9,0.764,0.692,0.734,5,3,3,0.683,2024-11-01,0
TI2-0444,S4,S4-Q12704,Explanation excerpt 444 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.922,0.651,0.682,0.651,3,5,3,0.683,2024-12-20,0
TI2-0445,S1,S1-Q44504,Explanation excerpt 445 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,UNFAITHFUL,FAITHFUL,UNFAITHFUL,0.722,0.632,0.827,0.9,5,3,4,0.683,2024-11-05,1
TI2-0446,S2,S2-Q28408,Explanation excerpt 446 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.878,0.727,0.888,0.678,4,5,3,0.683,2024-10-15,0
TI2-0447,S3,S3-Q34288,Explanation excerpt 447 from Document Summarization and QA.,UNFAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.938,0.75,0.849,0.662,4,5,3,0.683,2024-11-06,1
TI2-0448,S4,S4-Q08090,Explanation excerpt 448 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.619,0.622,0.779,0.794,3,4,5,0.683,2024-10-01,0
TI2-0449,S1,S1-Q10161,Explanation excerpt 449 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,UNFAITHFUL,FAITHFUL,0.934,0.785,0.693,0.821,5,5,5,0.683,2024-11-25,0
TI2-0450,S2,S2-Q44467,Explanation excerpt 450 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.823,0.669,0.94,0.586,4,4,3,0.683,2024-11-03,0
TI2-0451,S3,S3-Q37891,Explanation excerpt 451 from Document Summarization and QA.,UNFAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.649,0.807,0.725,0.704,4,5,4,0.724,2024-10-26,0
TI2-0452,S4,S4-Q12018,Explanation excerpt 452 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.732,0.85,0.781,0.601,5,4,5,0.724,2024-11-26,0
TI2-0453,S1,S1-Q28028,Explanation excerpt 453 from Customer Support Chatbot.,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.763,0.885,0.788,0.888,4,4,4,0.724,2024-10-04,0
TI2-0454,S2,S2-Q38033,Explanation excerpt 454 from AI Code Assistant IDE Plugin.,UNFAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,0.779,0.551,0.813,0.759,5,4,3,0.724,2024-11-07,1
TI2-0455,S3,S3-Q33949,Explanation excerpt 455 from Document Summarization and QA.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.761,0.522,0.666,0.857,5,3,4,0.724,2024-12-23,0
TI2-0456,S4,S4-Q21713,Explanation excerpt 456 from Medical Triage Assistant.,FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,0.903,0.549,0.825,0.739,5,4,5,0.724,2024-12-31,0
TI2-0457,S1,S1-Q14651,Explanation excerpt 457 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.913,0.756,0.696,0.782,5,4,3,0.724,2024-10-01,0
TI2-0458,S2,S2-Q39571,Explanation excerpt 458 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,PARTIALLY_FAITHFUL,0.908,0.708,0.724,0.588,3,3,3,0.724,2024-10-04,0
TI2-0459,S3,S3-Q31702,Explanation excerpt 459 from Document Summarization and QA.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.944,0.828,0.903,0.752,3,4,4,0.724,2024-12-18,0
TI2-0460,S4,S4-Q01420,Explanation excerpt 460 from Medical Triage Assistant.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.665,0.827,0.847,0.613,4,3,5,0.724,2024-12-29,0
TI2-0461,S1,S1-Q32307,Explanation excerpt 461 from Customer Support Chatbot.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.729,0.61,0.766,0.846,5,3,5,0.724,2024-11-29,0
TI2-0462,S2,S2-Q25522,Explanation excerpt 462 from AI Code Assistant IDE Plugin.,FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.604,0.621,0.844,0.88,4,3,5,0.724,2024-12-19,0
TI2-0463,S3,S3-Q30039,Explanation excerpt 463 from Document Summarization and QA.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.697,0.893,0.757,0.867,3,4,5,0.724,2024-12-04,0
TI2-0464,S4,S4-Q42987,Explanation excerpt 464 from Medical Triage Assistant.,FAITHFUL,UNFAITHFUL,FAITHFUL,FAITHFUL,0.653,0.762,0.819,0.72,5,3,3,0.724,2024-10-18,0
TI2-0465,S1,S1-Q31703,Explanation excerpt 465 from Customer Support Chatbot.,FAITHFUL,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,0.732,0.689,0.848,0.763,4,3,5,0.724,2024-12-04,0
TI2-0466,S2,S2-Q22813,Explanation excerpt 466 from AI Code Assistant IDE Plugin.,PARTIALLY_FAITHFUL,FAITHFUL,FAITHFUL,FAITHFUL,0.805,0.832,0.67,0.561,4,5,5,0.724,2024-10-21,0
